#GeneID	Ensembl_gene_identifier	RefSeqGene	RNA_nucleotide_accessions
334	ENSG00000084234	NG_029770	NM_001142276,NM_001142277,NM_001142278,NM_001243299,NM_001328682,NM_001328684,NM_001328685,NM_001328686,NM_001382526,NM_001382527,NM_001382528,NM_001382529,NM_001382530,NM_001382531,NM_001382532,NM_001382533,NM_001382534,NM_001382535,NM_001382536,NM_001382537,NM_001382538,NM_001382539,NM_001382540,NM_001382541,NM_001382542,NM_001382543,NM_001382544,NM_001382545,NM_001382546,NM_001642,NR_024515,NR_024516,NR_168388,NR_168389,NR_168390,NR_168391,NR_168392,NR_168393,NR_168394
335	ENSG00000118137	NG_012021	NM_000039,NM_001318017,NM_001318018,NM_001318021
336	ENSG00000158874	NG_012043	NM_001643
337	ENSG00000110244	NG_012044	NM_000482
338	ENSG00000084674	NG_011793	NM_000384
339	ENSG00000111701	-	NM_001304566,NM_001644,NM_005889
341	ENSG00000130208	NG_012859	NM_001321065,NM_001321066,NM_001379687,NM_001645
342	ENSG00000214855	-	NR_028412,NR_028413,NR_028414
343	ENSG00000103375	-	NM_001169,XM_011545822,XM_011545823
344	ENSG00000234906	NG_008837	NM_000483
345	ENSG00000110245	NG_008949	NM_000040
346	ENSG00000267467	-	NM_001646
347	ENSG00000189058	-	NM_001647
348	ENSG00000130203	NG_007084	NM_000041,NM_001302688,NM_001302689,NM_001302690,NM_001302691
350	ENSG00000091583	NG_012045	NM_000042
351	ENSG00000142192	NG_007376	NM_000484,NM_001136016,NM_001136129,NM_001136130,NM_001136131,NM_001204301,NM_001204302,NM_001204303,NM_001385253,NM_201413,NM_201414,XM_024452075
353	ENSG00000198931	NG_008013	NM_000485,NM_001030018
354	ENSG00000142515	NG_011653	NM_001030047,NM_001030048,NM_001648
355	ENSG00000026103	NG_009089	NM_000043,NM_001320619,NM_152871,NM_152872,NR_028033,NR_028034,NR_028035,NR_028036,NR_135313,NR_135314,NR_135315,XM_006717819,XM_011539764,XM_011539765,XM_011539766,XM_011539767,XR_945732,XR_945733
356	ENSG00000117560	NG_007269	NM_000639,NM_001302746
357	ENSG00000146950	NG_012493	NM_001320663,NM_001320664,NM_001649,XM_005274500,XM_011545506,XM_017029492,XM_017029493,XM_017029494
358	ENSG00000240583	NG_007475	NM_001329872,NM_198098
359	ENSG00000167580	NG_008913	NM_000486
360	ENSG00000165272	NG_007476	NM_001318144,NM_004925,XR_001746289
361	ENSG00000171885	NG_029560	NM_001317384,NM_001317387,NM_001364286,NM_001364287,NM_001364289,NM_001650,NM_004028,XM_011525942
362	ENSG00000161798	NG_033883	NM_001651,XM_005268838
363	ENSG00000086159	-	NM_001652
364	ENSG00000165269	NG_027764	NM_001170,NM_001318156,NM_001318157,NM_001318158,NM_001376191,NM_001376192,NM_001376193,NR_134513,NR_134514,NR_134515,NR_164778,NR_164779,XM_006716765,XM_011517866,XM_011517867,XM_017014700,XM_017014701,XM_017014702,XM_017014704,XM_017014706,XM_024447538,XM_024447539
366	ENSG00000103569	NG_011975	NM_001320635,NM_001320636,NM_020980
367	ENSG00000169083	NG_009014	NM_000044,NM_001011645,NM_001348061,NM_001348063,NM_001348064
368	ENSG00000091262	NG_007558	NM_001079528,NM_001171,NM_001351800,NR_147784,XM_011522479,XM_011522480,XM_011522481,XM_011522482,XM_017023212,XM_017023214,XM_024450261,XR_932836,XR_932837,XR_932838
369	ENSG00000078061	NG_016339	NM_001256196,NM_001256197,NM_001654
372	ENSG00000095139	NG_051953	NM_001142281,NM_001655,XM_005271542
373	ENSG00000113595	-	NM_001656,NM_033227,NM_033228,XM_017009444
374	ENSG00000109321	-	NM_001657
375	ENSG00000143761	-	NM_001024226,NM_001024227,NM_001024228,NM_001658,XM_017001233
377	ENSG00000134287	-	NM_001659,XM_005268856,XM_006719391,XM_024448972
378	ENSG00000168374	-	NM_001660
379	ENSG00000175906	-	NM_001661,XM_011524782
381	ENSG00000004059	-	NM_001662
382	ENSG00000165527	-	NM_001663
383	ENSG00000118520	NG_007086	NM_000045,NM_001244438,NM_001369020,NR_160934
384	ENSG00000081181	NG_011964	NM_001172
387	ENSG00000067560	NG_051308	NM_001313941,NM_001313943,NM_001313944,NM_001313945,NM_001313946,NM_001313947,NM_001664
388	ENSG00000143878	-	NM_004040
389	ENSG00000155366	-	NM_001042678,NM_001042679,NM_175744
390	ENSG00000115963	-	NM_001254738,NM_005168
391	ENSG00000177105	-	NM_001665,XM_005252916,XM_017017719
392	ENSG00000175220	-	NM_004308,XM_011520095,XM_024448520
393	ENSG00000089820	NG_013220	NM_001164741,NM_001666
394	ENSG00000100852	-	NM_001030055,NM_001173,XM_005267635,XM_005267636,XM_017021288
395	ENSG00000047648	NG_012494	NM_001287242,NM_006125,NM_013423,NM_013427,NR_109776
396	ENSG00000141522	NG_034210	NM_001185077,NM_001185078,NM_001301240,NM_001301241,NM_001301242,NM_001301243,NM_004309,NR_125441,XM_011523574
397	ENSG00000111348	-	NM_001175,NM_001321420,NM_001321421,NM_001321422,NM_001321423,NR_135637,XM_024448979
398	ENSG00000242173	-	NM_001176
399	ENSG00000168421	NG_033255	NM_001278359,NM_001278360,NM_001278361,NM_001278362,NM_001278363,NM_001278364,NM_001278365,NM_001278366,NM_001278367,NM_001278368,NM_001278369,NM_004310,XM_011513692,XM_017008188,XM_017008189,XM_024454042
400	ENSG00000120805	-	NM_001177,NM_001301068
401	ENSG00000165462	NG_008169	NM_005169
402	ENSG00000213465	-	NM_001199745,NM_001667
403	ENSG00000138175	-	NM_004311,XM_017016260
405	ENSG00000143437	NG_028248	NM_001197325,NM_001286035,NM_001286036,NM_001350224,NM_001350225,NM_001350226,NM_001668,NM_178427,XM_005245151,XM_005245153,XM_005245157,XM_011509543,XM_011509545,XM_011509546,XM_011509547,XM_017001288,XM_017001289,XM_017001290,XM_017001291,XM_017001292,XM_017001293,XM_017001294,XM_017001295,XM_017001296
406	ENSG00000133794	-	NM_001030272,NM_001030273,NM_001178,NM_001297719,NM_001297722,NM_001297724,NM_001351804,NM_001351805,NM_001351806,NM_001351807,NM_001351808,NM_001351809,NM_001351810,NM_001351811,NM_001351812,NM_001351813,NM_001351814,NM_001351815,NM_001351816,NM_001351817,NM_001351818,NM_001351819,NM_001351820,NM_001351821,NM_001351822,NM_001351823,NM_001351824,NR_147785,NR_147786,NR_147787,NR_147788,NR_147789,NR_147790,NR_147791,XM_006718234,XM_011520105,XM_011520107,XM_011520109,XM_011520111,XM_017017738,XM_017017739,XM_017017741,XM_017017744,XM_017017748,XM_024448522,XR_001747876,XR_002957147,XR_002957148
407	ENSG00000120500	NG_050734	NM_004312,XM_017029518
408	ENSG00000137486	NG_028118	NM_004041,NM_020251,XM_011545034,XM_011545035,XM_017017750,XM_017017751,XM_017017752,XM_017017753,XM_017017754
409	ENSG00000141480	-	NM_001257328,NM_001257329,NM_001257330,NM_001257331,NM_001330064,NM_004313,NM_199004,NR_047516,XM_011523858,XM_017024645,XM_024450751,XM_024450752,XM_024450753,XR_002958006,XR_002958007
410	ENSG00000100299	NG_009260	NM_000487,NM_001085425,NM_001085426,NM_001085427,NM_001085428,NM_001362782,XM_011530691,XM_017028800,XM_024452241
411	ENSG00000113273	NG_007089	NM_000046,NM_198709,XM_011543390,XM_011543391,XM_011543392,XM_011543393,XM_017009471,XR_001742065,XR_001742066
412	ENSG00000101846	NG_021472	NM_000351,NM_001320750,NM_001320751,NM_001320752,NM_001320753,NM_001320754
414	ENSG00000006756	NG_012495	NM_001669,NM_009589,XM_005274514,XM_005274515
415	ENSG00000157399	NG_007091	NM_000047,NM_001282628,NM_001282631,NM_001369079,NM_001369080,XM_005274519,XM_005274521,XM_011545521,XM_017029526
416	ENSG00000062096	NG_012822	NM_001201538,NM_001201539,NM_004042,XM_011545522,XM_011545523,XM_011545524,XM_017029527,XM_017029528
417	ENSG00000129744	-	NM_004314,XM_011520114,XM_017017763
419	ENSG00000156219	-	NM_001130016,NM_001130017,NM_001179,NM_001377173,NM_001377174,NM_001377175,NM_001377176,NM_001377177,NM_001377178,NM_001377179,NM_001377180,NM_001377181,NM_001377182,NM_001377183,NM_001377184,NM_001377185,XM_017008206,XM_017008208,XM_017008210,XM_024454050,XM_024454051,XM_024454052,XM_024454053,XM_024454054,XM_024454056,XM_024454058,XM_024454059,XM_024454061,XM_024454062,XM_024454063,XR_002959732,XR_002959733
420	ENSG00000111339	NG_007477	NM_001354646,NM_021071
421	ENSG00000099889	NG_023326	NM_001670,XM_005261242,XM_005261243,XM_005261244,XM_006724243,XM_006724245,XM_006724246,XM_006724247,XM_006724248,XM_006724249,XM_006724250,XM_011530179,XM_011530180,XM_011530181,XM_011530182,XM_011530183,XM_024452249,XR_937863,XR_937864
427	ENSG00000104763	NG_008985	NM_001127505,NM_001363743,NM_004315,NM_177924,XM_005273504
429	ENSG00000139352	NG_008950	NM_004316
430	ENSG00000183734	-	NM_005170
432	ENSG00000141505	-	NM_001197216,NM_001671,XM_011523861
433	ENSG00000161944	NG_029064	NM_001181,NM_001201352,NM_080912,NM_080913,NM_080914,XM_005256648,XM_006721524,XM_006721526,XM_011523862,XM_011523863,XM_011523864,XM_011523865,XM_011523866,XM_017024651,XM_017024652,XM_017024653,XM_024450755,XM_024450756,XM_024450757
434	ENSG00000101440	NG_011439	NM_001385218,NM_001672,XM_011528820,XM_011528821
435	ENSG00000126522	NG_009288	NM_000048,NM_001024943,NM_001024944,NM_001024946
438	ENSG00000196433	NG_016337	NM_001171038,NM_001171039,NM_004043
439	ENSG00000198356	NG_051267	NM_001371488,NM_001371489,NM_004317
440	ENSG00000070669	NG_033870	NM_001178075,NM_001178076,NM_001178077,NM_001352496,NM_001673,NM_133436,NM_183356
443	ENSG00000108381	NG_008399	NM_000049,NM_001128085,XM_017024661,XM_024450764,XR_934026
444	ENSG00000198363	NG_013210	NM_001164750,NM_001164751,NM_001164752,NM_001164753,NM_001164754,NM_001164755,NM_001164756,NM_004318,NM_020164,NM_032466,NM_032467,NM_032468,XM_005251235,XM_005251236,XM_005251239,XM_005251240,XM_005251242,XM_005251243,XM_005251244,XM_005251246,XM_005251247,XM_017013419,XM_017013420,XM_017013421,XM_017013422,XM_017013424,XM_017013425,XM_017013426,XM_017013427,XM_017013428,XM_017013429,XM_017013430,XM_017013431,XM_017013432,XM_017013433,XM_017013434,XM_017013435,XM_017013437,XM_017013438,XM_017013439,XM_017013440,XM_017013444,XM_017013445,XM_017013446,XM_017013447,XM_024447155,XM_024447156,XM_024447157,XM_024447158,XM_024447159
445	ENSG00000130707	NG_011542	NM_000050,NM_054012,XM_005272200,XM_011518705,XM_017014729
447	ENSG00000223922	-	-
449	ENSG00000213487	-	-
450	ENSG00000227881	-	-
451	ENSG00000215583	-	-
454	ENSG00000217791	-	-
455	ENSG00000215325	-	-
459	ENSG00000257316	-	-
460	ENSG00000152092	-	NM_001286164,NM_001364856,NM_004319,NM_207108,XM_017001341,XR_001737193,XR_001737194,XR_921796
462	ENSG00000117601	NG_012462	NM_000488,NM_001365052,NM_001386302,NM_001386303,NM_001386304,NM_001386305,NM_001386306
463	ENSG00000140836	NG_013211	NM_001164766,NM_001386735,NM_006885,NR_163978,XM_005255957,XM_017023229,XM_017023251,XM_024450275,XM_024450276,XM_024450291
466	ENSG00000123268	NG_027673	NM_005171,XM_011538386,XM_011538387,XM_011538388,XM_017019331,XM_017019332,XM_017019333,XM_017019334,XM_017019335,XM_017019336
467	ENSG00000162772	NG_029871	NM_001030287,NM_001040619,NM_001206484,NM_001206486,NM_001206488,NM_001674,XM_005273146,XM_011509579,XR_001737203
468	ENSG00000128272	-	NM_001675,NM_182810,XM_017028807
471	ENSG00000138363	NG_013002	NM_004044,XM_017004187,XM_024452919
472	ENSG00000149311	NG_009830	NM_000051,NM_001351834,NM_001351835,NM_001351836,XM_005271562,XM_006718843,XM_006718845,XM_011542840,XM_011542842,XM_011542843,XM_011542844,XM_011542845,XM_017017789,XM_017017790,XM_017017791,XM_017017792,XR_002957150
473	ENSG00000142599	NG_047035	NM_001042681,NM_001042682,NM_012102
474	ENSG00000172238	-	NM_005172
475	ENSG00000177556	-	NM_004045
476	ENSG00000163399	NG_047036	NM_000701,NM_001160233,NM_001160234,XM_017001360,XM_017001361,XR_002956654
477	ENSG00000018625	NG_008014	NM_000702
478	ENSG00000105409	NG_008015	NM_001256213,NM_001256214,NM_152296
479	ENSG00000075673	-	NM_001185085,NM_001676
480	ENSG00000132681	-	NM_001001734,NM_144699,XM_011509582
481	ENSG00000143153	NG_023230	NM_001677
482	ENSG00000129244	-	NM_001303263,NM_001678
483	ENSG00000069849	-	NM_001679
486	ENSG00000137731	NG_011543	NM_001680,NM_021603
487	ENSG00000196296	NG_023327	NM_001286075,NM_004320,NM_173201
488	ENSG00000174437	NG_007097	NM_001681,NM_170665,XM_005253888,XM_011538402,XR_002957329,XR_243009
489	ENSG00000074370	NG_029041	NM_005173,NM_174953,NM_174954,NM_174955,NM_174956,NM_174957,NM_174958,XM_011523881,XM_011523882,XM_011523884,XM_011523885,XM_011523888,XM_011523889,XM_011523892,XM_017024692,XM_017024693
490	ENSG00000070961	NG_029485	NM_001001323,NM_001366520,NM_001366521,NM_001366522,NM_001366523,NM_001366524,NM_001366525,NM_001366526,NM_001366527,NM_001366528,NM_001366529,NM_001366530,NM_001366531,NM_001366532,NM_001682,XM_017019357,XM_024448991,XM_024448993,XR_002957330
491	ENSG00000157087	NG_012046	NM_001001331,NM_001330611,NM_001353564,NM_001363862,NM_001683,XM_005265179,XM_006713175,XM_011533752,XM_017006481,XM_017006482,XM_017006483,XM_017006484,XM_017006485,XM_017006486,XM_017006487,XM_017006488,XM_017006489,XM_017006492
492	ENSG00000067842	NG_015896	NM_001001344,NM_021949,XM_005274689,XM_005274690,XM_005274691,XM_005274692,XM_011531174,XM_011531177,XM_017029553,XM_024452386,XR_001755693
493	ENSG00000058668	NG_029589	NM_001001396,NM_001365783,NM_001365784,NM_001684
495	ENSG00000105675	-	NM_000704
496	ENSG00000186009	-	NM_000705
498	ENSG00000152234	NG_041769	NM_001001935,NM_001001937,NM_001257334,NM_001257335,NM_004046,XM_017025789
501	ENSG00000164904	NG_008600	NM_001182,NM_001201377,NM_001202404
506	ENSG00000110955	-	NM_001686
507	ENSG00000231635	-	-
509	ENSG00000165629	-	NM_001001973,NM_001320886,NM_005174,XM_017016290
513	ENSG00000099624	-	NM_001001975,NM_001687
514	ENSG00000124172	NG_031871	NM_006886
515	ENSG00000116459	-	NM_001688
516	ENSG00000159199	-	NM_001002027,NM_005175
517	ENSG00000135390	-	NM_001002031,NM_001330269,NM_001369753,NM_001369754,NM_001369755,NM_001369756,NM_001369757,NM_001369758,NM_005176,NR_163135,NR_163136,NR_163137,XM_017019460,XM_017019461
518	ENSG00000154518	-	NM_001002258,NM_001190329,NM_001689
521	ENSG00000169020	-	NM_007100,NR_033743
522	ENSG00000154723	-	NM_001003696,NM_001003697,NM_001003701,NM_001003703,NM_001320266,NM_001320267,NM_001685
523	ENSG00000114573	NG_047012	NM_001690
525	ENSG00000116039	NG_008016	NM_001692,XM_011532907
526	ENSG00000147416	NG_047013	NM_001693,XR_002956632,XR_002956633
527	ENSG00000185883	-	NM_001198569,NM_001694
528	ENSG00000155097	-	NM_001695
529	ENSG00000131100	NG_009214	NM_001039366,NM_001039367,NM_001696
533	ENSG00000117410	-	NM_001039457,NM_001294333,NM_004047
534	ENSG00000213760	-	NM_001204078,NM_130463,NM_138282
535	ENSG00000033627	NG_047037	NM_001130020,NM_001130021,NM_001378522,NM_001378523,NM_001378530,NM_001378531,NM_001378532,NM_001378533,NM_001378534,NM_001378535,NM_001378536,NM_001378537,NM_001378538,NM_001378539,NM_001378540,NM_001378541,NM_001378542,NM_001378543,NM_001378544,NM_001378545,NM_001378546,NM_001378547,NM_001378548,NM_001378549,NM_001378550,NM_001378551,NM_001378552,NM_001378554,NM_001378556,NM_001378557,NM_005177,XM_017024772,XM_017024773,XM_017024774,XR_001752538,XR_001752539,XR_001752540,XR_002958025,XR_002958026,XR_002958027,XR_002958028,XR_002958029,XR_002958030,XR_934483,XR_934484
537	ENSG00000071553	NG_052807	NM_001183,XM_011531179
538	ENSG00000165240	NG_013224	NM_000052,NM_001282224,NR_104109
539	ENSG00000241837	-	NM_001697
540	ENSG00000123191	NG_008806	NM_000053,NM_001005918,NM_001243182,NM_001330578,NM_001330579,XM_005266423,XM_005266424,XM_005266430,XM_005266431,XM_006719837,XM_011535117,XM_017020627,XR_941604
541	ENSG00000251400	-	-
542	ENSG00000232292	-	-
545	ENSG00000175054	NG_008951	NM_001184,NM_001354579,XM_011512924,XM_011512925,XR_001740179,XR_001740180,XR_001740181,XR_001740182,XR_002959543,XR_924148
546	ENSG00000085224	NG_008838	NM_000489,NM_138270,XM_005262153,XM_005262154,XM_005262155,XM_005262156,XM_005262157,XM_006724666,XM_006724667,XM_006724668,XM_017029601,XM_017029602,XM_017029603,XM_017029604,XM_017029605,XM_017029606,XM_017029607,XM_017029608,XM_017029609,XM_017029610,XM_017029611,XR_001755700
547	ENSG00000130294	NG_029724	NM_001244008,NM_001320705,NM_001330289,NM_001330290,NM_001379631,NM_001379632,NM_001379633,NM_001379634,NM_001379635,NM_001379636,NM_001379637,NM_001379638,NM_001379639,NM_001379640,NM_001379641,NM_001379642,NM_001379645,NM_001379646,NM_001379648,NM_001379649,NM_001379650,NM_001379651,NM_001379653,NM_004321
549	ENSG00000148090	NG_008017	NM_001306190,NM_001351431,NM_001351432,NM_001351433,NM_001698,XM_005252066,XM_005252067,XM_005252069,XM_005252072,XM_006717150,XM_011518800,XM_011518803,XM_017014849,XR_001746328,XR_001746329
550	ENSG00000115307	NG_033037	NM_001321727,NM_001321728,NM_145074,NM_181575,NR_126510,NR_126511,NR_135769,NR_135770,NR_135771,NR_135772
551	ENSG00000101200	NG_008663	NM_000490,XM_011529267
552	ENSG00000166148	-	NM_000706
553	ENSG00000198049	-	NM_000707
554	ENSG00000126895	NG_008687	NM_000054,NM_001146151,NR_027419
558	ENSG00000167601	-	NM_001278599,NM_001699,NM_021913
563	ENSG00000160862	-	NM_001185
566	ENSG00000172232	-	NM_001700
567	ENSG00000166710	NG_012920	NM_004048,XM_005254549,XR_002957658
570	ENSG00000136881	NG_009774	NM_001127610,NM_001374715,NM_001701
571	ENSG00000156273	NG_029658	NM_001186,NM_206866,NR_027655
572	ENSG00000002330	-	NM_004322,NM_032989
573	ENSG00000107262	NG_029018	NM_001172415,NM_001349286,NM_001349299,NM_004323
575	ENSG00000181790	-	NM_001702,XM_011517202,XM_017013691,XM_017013692,XM_017013693,XM_017013694,XM_017013695,XM_017013696,XM_017013697
576	ENSG00000121753	-	NM_001294335,NM_001294336,NM_001364857,XM_011541848,XM_011541849,XM_011541858,XM_017001899,XM_017001900,XM_017001901,XM_017001902,XM_017001903,XM_017001904,XM_017001905,XM_017001906,XM_017001907,XM_017001908,XM_017001909,XM_017001910,XM_017001911,XM_017001912,XM_024448673,XR_001737343
577	ENSG00000135298	-	NM_001704
578	ENSG00000030110	-	NM_001188,XM_011514779,XM_011514780
579	ENSG00000109705	NG_023192	NM_001189
580	ENSG00000138376	NG_012047	NM_000465,NM_001282543,NM_001282545,NM_001282548,NM_001282549,NR_104212,NR_104215,NR_104216,XM_017004613,XM_017004614,XR_002959322
581	ENSG00000087088	NG_012191	NM_001291428,NM_001291429,NM_001291430,NM_001291431,NM_004324,NM_138761,NM_138763,NM_138764,NR_027882,XM_017027077
582	ENSG00000174483	NG_009093	NM_024649
583	ENSG00000125124	NG_009312	NM_001377456,NM_031885,NR_165293,NR_165294,NR_165295,NR_165296,NR_165297,XR_933379
585	ENSG00000140463	NG_009416	NM_001252678,NM_001320665,NM_033028,NR_045565,NR_045566,XM_011521848,XM_011521849,XM_011521851,XM_017022450,XM_017022452,XM_017022453,XM_017022454
586	ENSG00000060982	NG_008170	NM_001178091,NM_001178092,NM_001178093,NM_001178094,NM_005504,XM_017019768,XR_001748835
587	ENSG00000105552	NG_013003	NM_001164773,NM_001190,NM_001284325,XM_024451630
590	ENSG00000114200	NG_009031	NM_000055,NR_137635,NR_137636
593	ENSG00000248098	NG_013004	NM_000709,NM_001164783
594	ENSG00000083123	NG_009775	NM_000056,NM_001318975,NM_183050,NR_134945,XM_005248756,XM_011536023,XM_011536024,XM_011536025,XR_001743546,XR_001743547,XR_001743548,XR_001743549,XR_002956292
595	ENSG00000110092	NG_007375	NM_053056
596	ENSG00000171791	NG_009361	NM_000633,NM_000657,XM_011526135,XM_017025917,XR_935248
597	ENSG00000140379	NG_029487	NM_001114735,NM_004049
598	ENSG00000171552	NG_029002	NM_001191,NM_001317919,NM_001317920,NM_001317921,NM_001322239,NM_001322240,NM_001322242,NM_138578,NR_134257,XM_011528964,XM_017027993,XR_001754364,XR_936599
599	ENSG00000129473	-	NM_001199839,NM_004050
602	ENSG00000069399	NG_052809	NM_005178,XM_011527197,XM_011527198,XM_011527200,XM_017027109,XM_017027110
604	ENSG00000113916	NG_007149	NM_001130845,NM_001134738,NM_001706,XM_005247694,XM_011513062
605	ENSG00000110987	-	NM_001024808,NM_020993
607	ENSG00000116128	-	NM_004326,XM_005272971,XM_005277417,XM_005277418,XM_017002026
608	ENSG00000048462	-	NM_001192
610	ENSG00000099822	NG_052810	NM_001194
611	ENSG00000128617	NG_009094	NM_001385125
613	ENSG00000186716	NG_009244	NM_004327,NM_021574
616	ENSG00000215456	-	-
617	ENSG00000074582	NG_008018	NM_001079866,NM_001257342,NM_001257343,NM_001257344,NM_001318836,NM_001320717,NM_001371443,NM_001371444,NM_001371446,NM_001371447,NM_001371448,NM_001371449,NM_001371450,NM_001371451,NM_001371452,NM_001371453,NM_001371454,NM_001371455,NM_001371456,NM_001374085,NM_001374086,NM_004328,NR_163955
618	ENSG00000236824	-	NR_001568
622	ENSG00000161267	-	NM_004051,NM_203314,NM_203315,XM_005269352,XM_005269355,XM_011513067,XM_017007007,XM_017007008,XM_017007009,XM_017007010,XM_017007011,XM_017007012,XM_017007013,XM_017007015,XR_001740229
623	ENSG00000100739	-	NM_000710,NM_001386007
624	ENSG00000168398	-	NM_000623,NM_001379692
627	ENSG00000176697	NG_011794	NM_001143805,NM_001143806,NM_001143807,NM_001143808,NM_001143809,NM_001143810,NM_001143811,NM_001143812,NM_001143813,NM_001143814,NM_001143816,NM_001709,NM_170731,NM_170732,NM_170733,NM_170734,NM_170735,XM_011520280
629	ENSG00000243649	NG_008191	NM_001710
631	ENSG00000125864	NG_012423	NM_001161705,NM_001195,NM_001278606,NM_001278607,NM_001278608,XM_017028005
632	ENSG00000242252	NG_047015	NM_199173
633	ENSG00000182492	NG_015961	NM_001711,XM_017029724
634	ENSG00000079385	NG_029051	NM_001024912,NM_001184813,NM_001184815,NM_001184816,NM_001205344,NM_001712,XM_011527206
635	ENSG00000145692	NG_029156	NM_001713
636	ENSG00000151746	-	NM_001003398,NM_001354186,NM_001354187,NM_001354188,NM_001354189,NM_001363603,NM_001714,NR_148725,XM_011520812,XM_011520813,XM_011520814,XM_011520815,XR_002957369
